String;PSČ;CC;Město;Okres;Kraj
27361-Velká Dobrá, Velká Dobrá;27361;1;Velká Dobrá;Velká Dobrá;
27362-Družec, Dubá;27362;1;Družec;Dubá;
27363-Bratronice, Bravantice;27363;1;Bratronice;Bravantice;
27364-Doksy, Dolany;27364;1;Doksy;Dolany;
27371-Zlonice, Zlonice;27371;1;Zlonice;Zlonice;
27373-Vraný, Vraný;27373;1;Vraný;Vraný;
27374-Klobuky, Kluky;27374;1;Klobuky;Kluky;
27375-Třebíz, Třeboň;27375;1;Třebíz;Třeboň;
27376-Pozdeň, Povrly;27376;1;Pozdeň;Povrly;
27378-Řisuty, Řisuty;27378;1;Řisuty;Řisuty;
27379-Tuřany, Turkovice;27379;1;Tuřany;Turkovice;
27401-Slaný, Slaný;27401;1;Slaný;Slaný;
27403-Slaný, Šlapanice;27403;1;Slaný;Šlapanice;
27601-Mělník, Mělník;27601;1;Mělník;Mělník;
27603-Mělník, Mělník;27603;1;Mělník;Mělník;
27604-Mělník, Měník;27604;1;Mělník;Měník;
27701-Dolní Beřkovice, Dolní Bousov;27701;1;Dolní Beřkovice;Dolní Bousov;
27703-Horní Počaply, Horní Radechová;27703;1;Horní Počaply;Horní Radechová;
27704-Cítov, Čížkovice;27704;1;Cítov;Čížkovice;
27705-Spomyšl, Spomyšl;27705;1;Spomyšl;Spomyšl;
27706-Lužec nad Vltavou, Lužice;27706;1;Lužec nad Vltavou;Lužice;
27707-Vraňany, Vraňany;27707;1;Vraňany;Vraňany;
27708-Ledčice, Ledenice;27708;1;Ledčice;Ledenice;
27711-Neratovice, Neratovice;27711;1;Neratovice;Neratovice;
27713-Kostelec nad Labem, Kostelec nad Černými lesy;27713;1;Kostelec nad Labem;Kostelec nad Černými lesy;
27714-Dřísy, Drnovice;27714;1;Dřísy;Drnovice;
27715-Tišice, Tišnov;27715;1;Tišice;Tišnov;
27716-Všetaty, Všestary;27716;1;Všetaty;Všestary;
27717-Libiš, Libňatov;27717;1;Libiš;Libňatov;
27721-Liběchov, Liberec;27721;1;Liběchov;Liberec;
27723-Kokořín, Koleč;27723;1;Kokořín;Koleč;
27724-Vysoká, Vysoká;27724;1;Vysoká;Vysoká;
27731-Velký Borek, Velký Borek;27731;1;Velký Borek;Velký Borek;
27732-Byšice, Bystřany;27732;1;Byšice;Bystřany;
27733-Řepín, Řenče;27733;1;Řepín;Řenče;
27734-Nebužely, Nebužely;27734;1;Nebužely;Nebužely;
27735-Mšeno, Mšeno;27735;1;Mšeno;Mšeno;
27736-Lobeč, Lobendava;27736;1;Lobeč;Lobendava;
27737-Chorušice, Choryně;27737;1;Chorušice;Choryně;
27738-Vysoká Libeň, Mělník;27738;1;Vysoká Libeň;Mělník;
27741-Záboří, Kněževes;27741;1;Záboří;Kněževes;
27742-Obříství, Obříství;27742;1;Obříství;Obříství;
27743-Chlumín, Choceň;27743;1;Chlumín;Choceň;
27744-Vojkovice, Vojkovice;27744;1;Vojkovice;Vojkovice;
27745-Úžice, Vacenovice;27745;1;Úžice;Vacenovice;
27746-Veltrusy, Veltrusy;27746;1;Veltrusy;Veltrusy;
27751-Nelahozeves, Nelahozeves;27751;1;Nelahozeves;Nelahozeves;
27752-Nová Ves, Nová Ves u Chotěboře;27752;1;Nová Ves;Nová Ves u Chotěboře;
27801-Kralupy nad Vltavou, Kralupy nad Vltavou;27801;1;Kralupy nad Vltavou;Kralupy nad Vltavou;
27803-Lobeček, Králův Dvůr;27803;1;Lobeček;Králův Dvůr;
28001-Kolín II, Kolín;28001;1;Kolín II;Kolín;
28002-Kolín IV, Kolinec;28002;1;Kolín IV;Kolinec;
28003-Kolín V, Kolová;28003;1;Kolín V;Kolová;
28101-Velim, Velim;28101;1;Velim;Velim;
28102-Cerhenice, Cerhovice;28102;1;Cerhenice;Cerhovice;
28103-Radim, Radešínská Svratka;28103;1;Radim;Radešínská Svratka;
28104-Plaňany, Planá nad Lužnicí;28104;1;Plaňany;Planá nad Lužnicí;
28106-Vitice, Vítkov;28106;1;Vitice;Vítkov;
28107-Svojšice, Svojšice;28107;1;Svojšice;Svojšice;
28121-Červené Pečky, Červený Kostelec;28121;1;Červené Pečky;Červený Kostelec;
28123-Starý Kolín, Starý Plzenec;28123;1;Starý Kolín;Starý Plzenec;
28125-Konárovice, Koněšín;28125;1;Konárovice;Koněšín;
28126-Týnec nad Labem, Týnec nad Labem;28126;1;Týnec nad Labem;Týnec nad Labem;
28127-Krakovany, Kralice na Hané;28127;1;Krakovany;Kralice na Hané;
28128-Radovesnice II, Radomyšl;28128;1;Radovesnice II;Radomyšl;
28129-Žiželice, Žiželice;28129;1;Žiželice;Žiželice;Středočeský kraj
28130-Ohaře, Ohníč;28130;1;Ohaře;Ohníč;
28141-Ratboř, Rataje;28141;1;Ratboř;Rataje;
28143-Bečváry, Bečov;28143;1;Bečváry;Bečov;
28144-Zásmuky, Žarošice;28144;1;Zásmuky;Žarošice;
28146-Horní Kruty, Horní Loděnice;28146;1;Horní Kruty;Horní Loděnice;
28151-Velký Osek, Velký Osek;28151;1;Velký Osek;Velký Osek;
28161-Kouřim, Kout na Šumavě;28161;1;Kouřim;Kout na Šumavě;
28162-Oleška, Olešnice;28162;1;Oleška;Olešnice;
28163-Kostelec nad Černými lesy, Kostelec na Hané;28163;1;Kostelec nad Černými lesy;Kostelec na Hané;
28166-Jevany, Jevišovice;28166;1;Jevany;Jevišovice;
28167-Stříbrná Skalice, Stříbrná;28167;1;Stříbrná Skalice;Stříbrná;
28171-Rostoklaty, Rostoklaty;28171;1;Rostoklaty;Rostoklaty;
28201-Český Brod, Český Brod;28201;1;Český Brod;Český Brod;
28401-Hlouška, Kutná Hora;28401;1;Hlouška;Kutná Hora;
28403-Sedlec, Kutná Hora;28403;1;Sedlec;Kutná Hora;
28404-Kaňk, Kutná Hora;28404;1;Kaňk;Kutná Hora;
28406-Kutná Hora-Vnitřní Město, Kvasice;28406;1;Kutná Hora-Vnitřní Město;Kvasice;
28501-Miskovice, Míškovice;28501;1;Miskovice;Míškovice;
28502-Suchdol, Suchdol;28502;1;Suchdol;Suchdol;
28504-Uhlířské Janovice, Uhlířské Janovice;28504;1;Uhlířské Janovice;Uhlířské Janovice;
28506-Sázava, Sázavka;28506;1;Sázava;Sázavka;
28507-Rataje nad Sázavou, Rasošky;28507;1;Rataje nad Sázavou;Rasošky;
28509-Kácov, Kadaň;28509;1;Kácov;Kadaň;
28510-Čestín, Čestín;28510;1;Čestín;Čestín;
28511-Nepoměřice, Nepoměřice;28511;1;Nepoměřice;Nepoměřice;
28521-Zbraslavice, Zborovice;28521;1;Zbraslavice;Zborovice;
28522-Zruč nad Sázavou, Zruč nad Sázavou;28522;1;Zruč nad Sázavou;Zruč nad Sázavou;
28523-Vlastějovice, Vlastějovice;28523;1;Vlastějovice;Vlastějovice;
28525-Bohdaneč, Bohdalov;28525;1;Bohdaneč;Bohdalov;
28531-Nové Dvory, Nové Dvory;28531;1;Nové Dvory;Nové Dvory;Středočeský kraj
28532-Hlízov, Hlubočky;28532;1;Hlízov;Hlubočky;
28533-Církvice, Čistá;28533;1;Církvice;Čistá;
28541-Malešov, Malešovice;28541;1;Malešov;Malešovice;
28542-Červené Janovice, Červené Pečky;28542;1;Červené Janovice;Červené Pečky;
28543-Paběnice, Paběnice;28543;1;Paběnice;Paběnice;
28545-Kluky, Kněždub;28545;1;Kluky;Kněždub;
28546-Úmonín, Úmonín;28546;1;Úmonín;Úmonín;
28547-Křesetice, Křešice;28547;1;Křesetice;Křešice;
28551-Zruč nad Sázavou, Zruč nad Sázavou;28551;1;Zruč nad Sázavou;Zruč nad Sázavou;
28561-Žleby, Žleby;28561;1;Žleby;Žleby;Středočeský kraj
28562-Hostovlice, Hrabišín;28562;1;Hostovlice;Hrabišín;
28563-Tupadly, Tupesy;28563;1;Tupadly;Tupesy;
28564-Vlkaneč, Vlkaneč;28564;1;Vlkaneč;Vlkaneč;
28565-Zbýšov, Zbůch;28565;1;Zbýšov;Zbůch;
28571-Vrdy, Vrdy;28571;1;Vrdy;Vrdy;
28572-Bílé Podolí, Bílá Třemešná;28572;1;Bílé Podolí;Bílá Třemešná;
28573-Horušice, Hošťálkovy;28573;1;Horušice;Hošťálkovy;
28574-Záboří nad Labem, Žabčice;28574;1;Záboří nad Labem;Žabčice;
28575-Žehušice, Zdounky;28575;1;Žehušice;Zdounky;
28576-Chotusice, Chotusice;28576;1;Chotusice;Chotusice;
28601-Čáslav-Nové Město, Častolovice;28601;1;Čáslav-Nové Město;Častolovice;
28801-Nymburk, Nymburk;28801;1;Nymburk;Nymburk;
28802-Nymburk, Nymburk;28802;1;Nymburk;Nymburk;
28803-Nymburk, Nymburk;28803;1;Nymburk;Nymburk;
28901-Dymokury, Františkov nad Ploučnicí;28901;1;Dymokury;Františkov nad Ploučnicí;
28902-Kněžice, Kněžmost;28902;1;Kněžice;Kněžmost;
28903-Městec Králové, Městečko Trnávka;28903;1;Městec Králové;Městečko Trnávka;
28904-Opočnice, Opočnice;28904;1;Opočnice;Opočnice;
28905-Žehuň, Zdislavice;28905;1;Žehuň;Zdislavice;
28906-Sány, Šaratice;28906;1;Sány;Šaratice;
28907-Libice nad Cidlinou, Libina;28907;1;Libice nad Cidlinou;Libina;
28908-Běrunice, Beroun;28908;1;Běrunice;Beroun;
28911-Pečky, Pelhřimov;28911;1;Pečky;Pelhřimov;
28912-Sadská, Šafov;28912;1;Sadská;Šafov;
28913-Zvěřínek, Zvěřínek;28913;1;Zvěřínek;Zvěřínek;
28914-Poříčany, Popovice;28914;1;Poříčany;Popovice;
28915-Kounice, Kounov;28915;1;Kounice;Kounov;
28916-Přerov nad Labem, Přerov;28916;1;Přerov nad Labem;Přerov;
28917-Semice, Semily;28917;1;Semice;Semily;
28921-Kostomlaty nad Labem, Kostomlaty pod Milešovkou;28921;1;Kostomlaty nad Labem;Kostomlaty pod Milešovkou;
28922-Lysá nad Labem, Lysice;28922;1;Lysá nad Labem;Lysice;
28923-Milovice, Milovice;28923;1;Milovice;Milovice;
28924-Mladá, Milovice;28924;1;Mladá;Milovice;
28925-Straky, Straky;28925;1;Straky;Straky;
28926-Stará Lysá, Stará Lysá;28926;1;Stará Lysá;Stará Lysá;
28931-Bobnice, Blučina;28931;1;Bobnice;Blučina;
28932-Oskořínek, Oskořínek;28932;1;Oskořínek;Oskořínek;
28933-Křinec, Křivsoudov;28933;1;Křinec;Křivsoudov;
28934-Rožďalovice, Rožďalovice;28934;1;Rožďalovice;Rožďalovice;Středočeský kraj
28935-Košík, Kosmonosy;28935;1;Košík;Kosmonosy;
28936-Mcely, Mcely;28936;1;Mcely;Mcely;
28937-Loučeň, Loučka;28937;1;Loučeň;Loučka;
28941-Pňov, Plzeň;28941;1;Pňov;Plzeň;
29001-Poděbrady III, Podbřezí;29001;1;Poděbrady III;Podbřezí;
29002-Poděbrady III, Poděbrady;29002;1;Poděbrady III;Poděbrady;Středočeský kraj
29301-Mladá Boleslav II, Mladá Boleslav;29301;1;Mladá Boleslav II;Mladá Boleslav;
29302-Mladá Boleslav II, Mladá Boleslav;29302;1;Mladá Boleslav II;Mladá Boleslav;
29303-Mladá Boleslav II, Mladá Boleslav;29303;1;Mladá Boleslav II;Mladá Boleslav;
29305-Mladá Boleslav III, Mladá Vožice;29305;1;Mladá Boleslav III;Mladá Vožice;
29306-Kosmonosy, Kosova Hora;29306;1;Kosmonosy;Kosova Hora;
29307-Josefův Důl, Kácov;29307;1;Josefův Důl;Kácov;
29401-Bakov nad Jizerou, Babice nad Svitavou;29401;1;Bakov nad Jizerou;Babice nad Svitavou;
29402-Kněžmost, Kobeřice;29402;1;Kněžmost;Kobeřice;
29403-Obruby, Obruby;29403;1;Obruby;Obruby;
29404-Dolní Bousov, Dolní Břežany;29404;1;Dolní Bousov;Dolní Břežany;
29405-Dlouhá Lhota, Dlouhá Třebová;29405;1;Dlouhá Lhota;Dlouhá Třebová;
29406-Březno, Březolupy;29406;1;Březno;Březolupy;
29411-Loukov, Louňovice pod Blaníkem;29411;1;Loukov;Louňovice pod Blaníkem;
29412-Žďár, Žďár nad Sázavou;29412;1;Žďár;Žďár nad Sázavou;Středočeský kraj
29413-Mohelnice nad Jizerou, Mohelnice;29413;1;Mohelnice nad Jizerou;Mohelnice;
29414-Jivina, Jívová;29414;1;Jivina;Jívová;
29415-Klášter Hradiště nad Jizerou, Klášterec nad Ohří;29415;1;Klášter Hradiště nad Jizerou;Klášterec nad Ohří;
29416-Dolní Krupá, Dolní Lomná;29416;1;Dolní Krupá;Dolní Lomná;
29421-Bělá pod Bezdězem, Bělá nad Radbuzou;29421;1;Bělá pod Bezdězem;Bělá nad Radbuzou;
29423-Čistá, Citice;29423;1;Čistá;Citice;
29424-Březovice, Březůvky;29424;1;Březovice;Březůvky;
29425-Katusice, Kdyně;29425;1;Katusice;Kdyně;
29426-Skalsko, Skorošice;29426;1;Skalsko;Skorošice;
29427-Velké Všelisy, Velké Všelisy;29427;1;Velké Všelisy;Velké Všelisy;
29428-Chotětov, Chotěvice;29428;1;Chotětov;Chotěvice;
29429-Bezno, Bezděkov nad Metují;29429;1;Bezno;Bezděkov nad Metují;
29430-Dolní Cetno, Dolní Dunajovice;29430;1;Dolní Cetno;Dolní Dunajovice;
29431-Krnsko, Kroměříž;29431;1;Krnsko;Kroměříž;
29441-Dobrovice, Dohalice;29441;1;Dobrovice;Dohalice;
29442-Luštěnice, Lutín;29442;1;Luštěnice;Lutín;
29443-Čachovice, Čáslavice;29443;1;Čachovice;Čáslavice;
29445-Jabkenice, Jablonec nad Nisou;29445;1;Jabkenice;Jablonec nad Nisou;
29446-Semčice, Semice;29446;1;Semčice;Semice;
29447-Ledce, Ledčice;29447;1;Ledce;Ledčice;
29448-Domousnice, Doubravník;29448;1;Domousnice;Doubravník;
29471-Benátky nad Jizerou I, Bělkovice-Lašťany;29471;1;Benátky nad Jizerou I;Bělkovice-Lašťany;
29472-Benátky nad Jizerou II, Bělotín;29472;1;Benátky nad Jizerou II;Bělotín;
29473-Brodce, Brodek u Přerova;29473;1;Brodce;Brodek u Přerova;
29474-Předměřice nad Jizerou, Předklášteří;29474;1;Předměřice nad Jizerou;Předklášteří;
29475-Sojovice, Sojovice;29475;1;Sojovice;Sojovice;
29476-Kostelní Hlavno, Kostice;29476;1;Kostelní Hlavno;Kostice;
29477-Mečeříž, Mečeříž;29477;1;Mečeříž;Mečeříž;
29478-Dolní Slivno, Dolní Újezd;29478;1;Dolní Slivno;Dolní Újezd;
29479-Střížovice, Křoví;29479;1;Střížovice;Křoví;
29501-Mnichovo Hradiště, Mnichovice;29501;1;Mnichovo Hradiště;Mnichovice;Středočeský kraj
30100-Vnitřní Město, Plumlov;30100;1;Vnitřní Město;Plumlov;
30400-Jižní Předměstí, Plzeň;30400;1;Jižní Předměstí;Plzeň;
30500-Jižní Předměstí, Plzeň;30500;1;Jižní Předměstí;Plzeň;
30700-Východní Předměstí, Plzeň;30700;1;Východní Předměstí;Plzeň;
30800-Východní Předměstí, Plzeň;30800;1;Východní Předměstí;Plzeň;
30900-Černice, Plzeň;30900;1;Černice;Plzeň;
31000-Severní Předměstí, Plzeň;31000;1;Severní Předměstí;Plzeň;
31100-Bolevec, Plzeň;31100;1;Bolevec;Plzeň;
31200-Lobzy, Plzeň;31200;1;Lobzy;Plzeň;
31300-Jižní Předměstí, Plzeň;31300;1;Jižní Předměstí;Plzeň;
31400-Skvrňany, Plzeň;31400;1;Skvrňany;Plzeň;
31500-Božkov, Bozkov;31500;1;Božkov;Bozkov;
31600-Skvrňany, Plzeň;31600;1;Skvrňany;Plzeň;
31700-Hradiště, Plzeň;31700;1;Hradiště;Plzeň;
31800-Skvrňany, Plzeň;31800;1;Skvrňany;Plzeň;
31900-Doubravka, Plzeň;31900;1;Doubravka;Plzeň;
32000-Jižní Předměstí, Plzeň;32000;1;Jižní Předměstí;Plzeň;
32100-Litice, Plzeň;32100;1;Litice;Plzeň;
32200-Křimice, Plzeň;32200;1;Křimice;Plzeň;
32300-Severní Předměstí, Plzeň;32300;1;Severní Předměstí;Plzeň;
32400-Chotíkov, Plzeň;32400;1;Chotíkov;Plzeň;
32500-Radčice, Plzeň;32500;1;Radčice;Plzeň;
32600-Východní Předměstí, Plzeň;32600;1;Východní Předměstí;Plzeň;
32700-Východní Předměstí, Plzeň;32700;1;Východní Předměstí;Plzeň;
32800-Doubravka, Plzeň;32800;1;Doubravka;Plzeň;
33001-Kyšice, Ladná;33001;1;Kyšice;Ladná;
33002-Dýšina, Frenštát pod Radhoštěm;33002;1;Dýšina;Frenštát pod Radhoštěm;
33003-Chrást, Chrást;33003;1;Chrást;Chrást;
33004-Hromnice, Hrotovice;33004;1;Hromnice;Hrotovice;
33005-Dobříč, Dobřív;33005;1;Dobříč;Dobřív;
33007-Druztová, Dubenec;33007;1;Druztová;Dubenec;
33008-Senec, Zruč-Senec;33008;1;Senec;Zruč-Senec;
33011-Třemošná, Třemošnice;33011;1;Třemošná;Třemošnice;
33012-Horní Bříza, Horní Čermná;33012;1;Horní Bříza;Horní Čermná;
33013-Trnová, Trojanovice;33013;1;Trnová;Trojanovice;
33014-Ledce, Ledeč nad Sázavou;33014;1;Ledce;Ledeč nad Sázavou;
33016-Všeruby, Všeruby;33016;1;Všeruby;Všeruby;
33017-Chotíkov, Chotíkov;33017;1;Chotíkov;Chotíkov;
33021-Líně, Lipník;33021;1;Líně;Lipník;
33022-Zbůch, Zbraslav;33022;1;Zbůch;Zbraslav;
33023-Nýřany, Nýřany;33023;1;Nýřany;Nýřany;
33024-Dolní Sekyřany, Hladké Životice;33024;1;Dolní Sekyřany;Hladké Životice;
33025-Blatnice, Blatná;33025;1;Blatnice;Blatná;
33026-Tlučná, Tlumačov;33026;1;Tlučná;Tlumačov;
33027-Vejprnice, Velehrad;33027;1;Vejprnice;Velehrad;
33032-Kozolupy, Kožušany-Tážaly;33032;1;Kozolupy;Kožušany-Tážaly;
33033-Město Touškov, Metylovice;33033;1;Město Touškov;Metylovice;
33034-Úlice, Úlice;33034;1;Úlice;Úlice;
33035-Líšťany, Litobratřice;33035;1;Líšťany;Litobratřice;
33036-Pernarec, Perná;33036;1;Pernarec;Perná;
33038-Úněšov, Unhošť;33038;1;Úněšov;Unhošť;
33039-Krsy, Krucemburk;33039;1;Krsy;Krucemburk;
33040-Úterý, Útvina;33040;1;Úterý;Útvina;
33041-Bezvěrov, Bezdružice;33041;1;Bezvěrov;Bezdružice;
33101-Plasy, Plánice;33101;1;Plasy;Plánice;
33141-Kralovice, Královské Poříčí;33141;1;Kralovice;Královské Poříčí;
33142-Kozojedy, Kozolupy;33142;1;Kozojedy;Kozolupy;
33143-Chříč, Chroboly;33143;1;Chříč;Chroboly;
33144-Kožlany, Kožlí;33144;1;Kožlany;Kožlí;
33151-Kaznějov, Kejžlice;33151;1;Kaznějov;Kejžlice;
33152-Dolní Bělá, Dolní Beřkovice;33152;1;Dolní Bělá;Dolní Beřkovice;
33153-Hvozd, Hýskov;33153;1;Hvozd;Hýskov;
33161-Mladotice, Mladý Smolivec;33161;1;Mladotice;Mladý Smolivec;
33162-Manětín, Manětín;33162;1;Manětín;Manětín;
33163-Nečtiny, Nečtiny;33163;1;Nečtiny;Nečtiny;
33165-Žihle, Žichovice;33165;1;Žihle;Žichovice;Plzeňský kraj
33201-Tymákov, Týn nad Bečvou;33201;1;Tymákov;Týn nad Bečvou;Plzeňský kraj
33202-Starý Plzenec, Starý Poddvorov;33202;1;Starý Plzenec;Starý Poddvorov;
33203-Šťáhlavy, Šťáhlavy;33203;1;Šťáhlavy;Šťáhlavy;
33204-Nezvěstice, Niměřice;33204;1;Nezvěstice;Niměřice;
33205-Chválenice, Chvaletice;33205;1;Chválenice;Chvaletice;
33209-Štěnovice, Štěpánkovice;33209;1;Štěnovice;Štěpánkovice;
33211-Hradec, Hrádek;33211;1;Hradec;Hrádek;
33214-Chotěšov, Chotětov;33214;1;Chotěšov;Chotětov;
33301-Stod, Stod;33301;1;Stod;Stod;
33401-Přeštice, Přestavlky u Čerčan;33401;1;Přeštice;Přestavlky u Čerčan;
33441-Dobřany, Dobřejovice;33441;1;Dobřany;Dobřejovice;
33442-Chlumčany, Chlumec;33442;1;Chlumčany;Chlumec;
33443-Dnešice, Dobrá;33443;1;Dnešice;Dobrá;
33444-Dolní Lukavice, Dolní Olešnice;33444;1;Dolní Lukavice;Dolní Olešnice;
33445-Řenče, Rejštejn;33445;1;Řenče;Rejštejn;
33452-Merklín, Měrovice nad Hanou;33452;1;Merklín;Měrovice nad Hanou;
33455-Horšice, Hospozín;33455;1;Horšice;Hospozín;
33501-Nepomuk, Nepomuk;33501;1;Nepomuk;Nepomuk;
33503-Dvorec, Nepomuk;33503;1;Dvorec;Nepomuk;
33541-Vrčeň, Vrčeň;33541;1;Vrčeň;Vrčeň;
33543-Dožice, Dražice;33543;1;Dožice;Dražice;
33544-Kasejovice, Katovice;33544;1;Kasejovice;Katovice;
33546-Oselce, Oselce;33546;1;Oselce;Oselce;
33547-Nekvasovy, Nekvasovy;33547;1;Nekvasovy;Nekvasovy;
33551-Měcholupy, Měcholupy;33551;1;Měcholupy;Měcholupy;
33554-Žinkovy, Žimutice;33554;1;Žinkovy;Žimutice;Jihočeský kraj
33555-Neurazy, Neurazy;33555;1;Neurazy;Neurazy;
33561-Spálené Poříčí, Spálené Poříčí;33561;1;Spálené Poříčí;Spálené Poříčí;
33563-Nové Mitrovice, Nové Sedlo;33563;1;Nové Mitrovice;Nové Sedlo;
33564-Čížkov, Čížová;33564;1;Čížkov;Čížová;
33601-Blovice, Blíževedly;33601;1;Blovice;Blíževedly;
33701-Nové Město, Rokycany;33701;1;Nové Město;Rokycany;
33703-Nové Město, Rokycany;33703;1;Nové Město;Rokycany;
33801-Holoubkov, Holubice;33801;1;Holoubkov;Holubice;
33805-Mýto, Mýto;33805;1;Mýto;Mýto;
33806-Cheznovice, Chlebičov;33806;1;Cheznovice;Chlebičov;
33807-Kařez, Karlovice;33807;1;Kařez;Karlovice;
33808-Zbiroh, Zavlekov;33808;1;Zbiroh;Zavlekov;
33810-Terešov, Terezín;33810;1;Terešov;Terezín;
33811-Mlečice, Mlečice;33811;1;Mlečice;Mlečice;
33813-Zvíkovec, Zvíkovec;33813;1;Zvíkovec;Zvíkovec;
33821-Osek, Osek nad Bečvou;33821;1;Osek;Osek nad Bečvou;
33822-Volduchy, Volduchy;33822;1;Volduchy;Volduchy;
33824-Stupno, Břasy;33824;1;Stupno;Břasy;
33825-Břasy, Břasy;33825;1;Břasy;Břasy;
33826-Újezd u Svatého Kříže, Újezd;33826;1;Újezd u Svatého Kříže;Újezd;
33827-Hlohovice, Hluboká nad Vltavou;33827;1;Hlohovice;Hluboká nad Vltavou;
33828-Radnice, Radimovice;33828;1;Radnice;Radimovice;
33841-Klabava, Kladno;33841;1;Klabava;Kladno;
33842-Nová Huť, Hradešice;33842;1;Nová Huť;Hradešice;
33843-Mirošov, Mirošov;33843;1;Mirošov;Mirošov;
33844-Dobřív, Dobronín;33844;1;Dobřív;Dobronín;
33845-Strašice, Strání;33845;1;Strašice;Strání;
33847-Mirošov, Mirotice;33847;1;Mirošov;Mirotice;
33901-Klatovy III, Klatovy;33901;1;Klatovy III;Klatovy;
33902-Klatovy II, Klatovy;33902;1;Klatovy II;Klatovy;
33903-Luby, Klecany;33903;1;Luby;Klecany;
33904-Klatovy III, Klenčí pod Čerchovem;33904;1;Klatovy III;Klenčí pod Čerchovem;
34001-Běšiny, Běrunice;34001;1;Běšiny;Běrunice;
34004-Železná Ruda, Želetava;34004;1;Železná Ruda;Želetava;
34012-Švihov, Švihov;34012;1;Švihov;Švihov;
34014-Chudenice, Chudenice;34014;1;Chudenice;Chudenice;
34015-Poleň, Pohorská Ves;34015;1;Poleň;Pohorská Ves;
34016-Dolany, Dolní Bečva;34016;1;Dolany;Dolní Bečva;
34021-Janovice nad Úhlavou, Janské Lázně;34021;1;Janovice nad Úhlavou;Janské Lázně;
34022-Nýrsko, Nýrsko;34022;1;Nýrsko;Nýrsko;
34023-Dešenice, Dešná;34023;1;Dešenice;Dešná;
34024-Strážov, Strážný;34024;1;Strážov;Strážný;
34032-Mochtín, Mochov;34032;1;Mochtín;Mochov;
34033-Číhaň, Čikov;34033;1;Číhaň;Čikov;
34034-Plánice, Plaňany;34034;1;Plánice;Plaňany;
34037-Měčín, Měčín;34037;1;Měčín;Měčín;
34038-Předslav, Předměřice nad Labem;34038;1;Předslav;Předměřice nad Labem;
34042-Dlažov, Dlouhá Lhota;34042;1;Dlažov;Dlouhá Lhota;
34101-Horažďovice, Hořesedly;34101;1;Horažďovice;Hořesedly;
